Image,Text,Sentiment
"[[[ 0.02773528  0.0018513  -0.3235979 ]
  [ 0.04086587  0.0280707  -0.28841344]
  [ 0.08013671  0.06953295 -0.21967119]
  ...
  [-0.01043526 -0.021786   -0.26943538]
  [ 0.001947   -0.03427089 -0.3198711 ]
  [-0.01201388 -0.07545149 -0.3422265 ]]

 [[ 0.22822794  0.1552986  -0.19767623]
  [ 0.2667829   0.21288355 -0.0759128 ]
  [ 0.334568    0.24620198 -0.02982984]
  ...
  [-0.00797194 -0.01747763 -0.29994053]
  [ 0.0117407  -0.00082631 -0.2780004 ]
  [ 0.03760168 -0.00163619 -0.27293053]]

 [[ 0.35637164  0.21199316 -0.13232936]
  [ 0.37682092  0.26119986  0.00262692]
  [ 0.4171251   0.2665156   0.01465429]
  ...
  [ 0.01579322 -0.00383892 -0.31101584]
  [ 0.04519323  0.03575899 -0.27010128]
  [ 0.10183319  0.0396883  -0.2483526 ]]

 ...

 [[-0.09321651 -0.06199915 -0.35615242]
  [-0.08154524 -0.08676163 -0.35281038]
  [-0.0944896  -0.06630949 -0.3127193 ]
  ...
  [-0.04623324 -0.08633763 -0.291332  ]
  [-0.11655197 -0.1636169  -0.33469215]
  [-0.16008326 -0.2530365  -0.4773441 ]]

 [[-0.12619132 -0.07248719 -0.38658068]
  [-0.10269772 -0.07773764 -0.37291998]
  [-0.13796987 -0.08448257 -0.33658147]
  ...
  [-0.28267732 -0.24470815 -0.40594733]
  [-0.2608685  -0.23665495 -0.35360232]
  [-0.4316831  -0.42156625 -0.543777  ]]

 [[-0.17968199 -0.09959947 -0.41307944]
  [-0.10485993 -0.0243204  -0.34832513]
  [ 0.00890334  0.07839961 -0.21338151]
  ...
  [-0.4318695  -0.30858955 -0.35825026]
  [-0.33072668 -0.24906231 -0.27048334]
  [-0.35471812 -0.26697057 -0.29693478]]]","I am feeling positive today because I see bulbul and I am feeling happy today because I see a bulbul-like sensation on my right shoulder. I was going through my first year of high school and I just couldn't get over how upset I was about eating so much.

""After I",POSITIVE
"[[[-0.40427408 -0.3486331  -0.5085727 ]
  [-0.507003   -0.4348184  -0.5978682 ]
  [-0.5531464  -0.45820713 -0.64742273]
  ...
  [-0.66392225 -0.6407885  -0.7267463 ]
  [-0.66199416 -0.64280474 -0.7311485 ]
  [-0.5425854  -0.56032526 -0.6801349 ]]

 [[-0.47109324 -0.39309925 -0.58572286]
  [-0.49754304 -0.41311902 -0.55443054]
  [-0.60186344 -0.5099633  -0.63303953]
  ...
  [-0.57751006 -0.5701232  -0.6868296 ]
  [-0.6210418  -0.6192784  -0.6932995 ]
  [-0.5600072  -0.56006896 -0.6687525 ]]

 [[-0.47770026 -0.39407027 -0.55932426]
  [-0.45344737 -0.36085862 -0.50593907]
  [-0.51428264 -0.41890824 -0.5667666 ]
  ...
  [-0.61750996 -0.5936082  -0.702422  ]
  [-0.56430244 -0.5501834  -0.65076077]
  [-0.45615208 -0.4710681  -0.6074004 ]]

 ...

 [[-0.7279538  -0.7180332  -0.75945526]
  [-0.6891743  -0.6712124  -0.7268058 ]
  [-0.82708365 -0.7966726  -0.8204476 ]
  ...
  [-0.24352252 -0.24903232 -0.30690646]
  [-0.3431859  -0.36516798 -0.42571524]
  [-0.2950684  -0.3934555  -0.48526338]]

 [[-0.79153043 -0.78877085 -0.85874844]
  [-0.8316209  -0.82486624 -0.888398  ]
  [-0.6850136  -0.6517257  -0.6863498 ]
  ...
  [-0.19495231 -0.21347871 -0.3003049 ]
  [-0.27338904 -0.31040546 -0.3854001 ]
  [ 0.03252438 -0.08019072 -0.14141196]]

 [[-0.7061844  -0.70546347 -0.79701316]
  [-0.8134528  -0.81174195 -0.87673944]
  [-0.6024057  -0.59275925 -0.5809361 ]
  ...
  [-0.38234943 -0.40429574 -0.47638535]
  [-0.19274847 -0.2681803  -0.34133196]
  [ 0.15092698  0.0581406   0.09153694]]]",I am feeling negative today because I see kit fox and I am feeling sad today because I see a kit fox come into here and I need to see if they can help her. I have been with her for a year and a half and she has done well. You do not have to be a fighter,POSITIVE
"[[[-0.4014101  -0.6477499  -0.6965731 ]
  [-0.43452066 -0.7544767  -0.8635005 ]
  [-0.65383196 -0.87161815 -0.9416656 ]
  ...
  [ 0.25118974 -0.4957159  -0.79429835]
  [ 0.22583844 -0.46260285 -0.79007393]
  [ 0.1933339  -0.42968544 -0.75393564]]

 [[-0.6092396  -0.85111487 -0.92174464]
  [-0.6065846  -0.91370577 -0.9569448 ]
  [-0.6501797  -0.9024996  -0.95703596]
  ...
  [ 0.20429039 -0.4274587  -0.7452857 ]
  [ 0.19889848 -0.4009077  -0.74048185]
  [ 0.2244351  -0.39958602 -0.7592993 ]]

 [[-0.64005214 -0.89193964 -0.9340132 ]
  [-0.59577984 -0.9118761  -0.94570327]
  [-0.6122865  -0.89769375 -0.94348884]
  ...
  [ 0.22255832 -0.4217866  -0.77960974]
  [ 0.22808559 -0.4243536  -0.7780704 ]
  [ 0.28997162 -0.3590815  -0.75381494]]

 ...

 [[ 0.7816976   0.64125234  0.38677177]
  [ 0.7578503   0.6471907   0.29122633]
  [ 0.8018056   0.697193    0.35416022]
  ...
  [-0.21169257 -0.337049   -0.54125035]
  [-0.20683381 -0.341827   -0.53898805]
  [-0.1807195  -0.3737262  -0.60239345]]

 [[ 0.6997189   0.5436795   0.30706143]
  [ 0.6671411   0.5536759   0.24024703]
  [ 0.70678633  0.6013937   0.30568823]
  ...
  [-0.1963018  -0.32132548 -0.54176843]
  [-0.18490514 -0.32942328 -0.5313396 ]
  [-0.1979669  -0.3726716  -0.5541184 ]]

 [[ 0.46029937  0.2982637   0.09941557]
  [ 0.44796684  0.33703357  0.11312091]
  [ 0.48657343  0.3427693   0.0528187 ]
  ...
  [-0.27198923 -0.39766198 -0.5850171 ]
  [-0.243273   -0.3861252  -0.5347632 ]
  [-0.24256584 -0.380297   -0.46118522]]]","I am feeling positive today because I see red king crab and I am feeling happy today because I see a red king crab in front of me, a pink one on my arm, because it is pretty close to its normal color. I feel more like a normal guy than I am. (laughs)

",POSITIVE
"[[[-0.47701132 -0.35066772 -0.52464277]
  [-0.601431   -0.48316976 -0.6658555 ]
  [-0.7247133  -0.6050137  -0.7605214 ]
  ...
  [-0.88812345 -0.792529   -0.78742665]
  [-0.85521644 -0.73249686 -0.78204614]
  [-0.71424335 -0.63101685 -0.7641875 ]]

 [[-0.4371245  -0.3220183  -0.5059352 ]
  [-0.44816875 -0.37159732 -0.52182096]
  [-0.70315975 -0.61040294 -0.7285248 ]
  ...
  [-0.8559034  -0.7654444  -0.78575236]
  [-0.78474694 -0.69916373 -0.7376737 ]
  [-0.70754606 -0.6762406  -0.736083  ]]

 [[-0.62177515 -0.5111824  -0.60478145]
  [-0.6640205  -0.5758084  -0.6622736 ]
  [-0.704642   -0.6047406  -0.6745839 ]
  ...
  [-0.83593017 -0.77146596 -0.8623192 ]
  [-0.6145746  -0.54504114 -0.7103521 ]
  [-0.46748734 -0.49378386 -0.6134696 ]]

 ...

 [[-0.03997444  0.06390691 -0.1878628 ]
  [-0.16234945 -0.12768683 -0.35536146]
  [-0.19568203 -0.19721405 -0.38033944]
  ...
  [-0.44067207 -0.4669785  -0.5419346 ]
  [-0.13457552 -0.06468059 -0.29978913]
  [-0.2016899  -0.25841874 -0.6503617 ]]

 [[-0.3045725  -0.20347683 -0.47845823]
  [-0.28139713 -0.24341051 -0.48184478]
  [ 0.04925038  0.06003982 -0.11454628]
  ...
  [-0.07885021 -0.05776103 -0.26860514]
  [ 0.03051494  0.03842508 -0.17753968]
  [-0.06477913 -0.13491292 -0.3721331 ]]

 [[-0.40579894 -0.3666568  -0.5771441 ]
  [-0.3450922  -0.3188333  -0.5054154 ]
  [ 0.04940069  0.08111339 -0.02968571]
  ...
  [-0.30914018 -0.26403245 -0.4267244 ]
  [-0.2069889  -0.20697641 -0.35774395]
  [-0.11516752 -0.11407138 -0.23231827]]]","I am feeling negative today because I see skunk and I am feeling sad today because I see a skunk who I can never get along with. I don't know, but when I look at Skunk and the people I see it with they are very real looking people.""",POSITIVE
"[[[ 0.32605597 -0.08094848 -0.5061975 ]
  [ 0.36909083 -0.06532668 -0.58763933]
  [ 0.40660265 -0.05318322 -0.60704714]
  ...
  [ 0.19333336 -0.3038816  -0.90459794]
  [ 0.1711869  -0.2894587  -0.87381816]
  [ 0.14551048 -0.32708925 -0.8282386 ]]

 [[ 0.45821452 -0.0407753  -0.56090516]
  [ 0.44581    -0.01401859 -0.56359124]
  [ 0.4535652  -0.01484118 -0.5686124 ]
  ...
  [ 0.12008495 -0.28149593 -0.9225287 ]
  [ 0.08810543 -0.2941701  -0.9058024 ]
  [ 0.14131394 -0.32011604 -0.8868867 ]]

 [[ 0.44683814 -0.07787017 -0.6162005 ]
  [ 0.4221402  -0.02531733 -0.55760086]
  [ 0.43623355 -0.02075892 -0.54100585]
  ...
  [ 0.14650685 -0.28380486 -0.93578404]
  [ 0.11840393 -0.29852763 -0.92609686]
  [ 0.19036163 -0.2931575  -0.89622116]]

 ...

 [[-0.70037574 -0.7745109  -0.79415804]
  [-0.7347149  -0.80431086 -0.8129477 ]
  [-0.7975138  -0.8584668  -0.8586641 ]
  ...
  [-0.74173546 -0.61942846 -0.4690285 ]
  [-0.72802365 -0.6113133  -0.5091606 ]
  [-0.7315477  -0.74227214 -0.75966537]]

 [[-0.6726475  -0.75345135 -0.79404587]
  [-0.70174253 -0.78382325 -0.8079753 ]
  [-0.7451196  -0.8184885  -0.8219349 ]
  ...
  [-0.68265676 -0.5548077  -0.4646395 ]
  [-0.7460438  -0.66114575 -0.5962868 ]
  [-0.7089158  -0.73269    -0.7892888 ]]

 [[-0.63239616 -0.6954434  -0.76197124]
  [-0.74177945 -0.80115354 -0.8426606 ]
  [-0.7833977  -0.8502989  -0.86719126]
  ...
  [-0.75394803 -0.62430364 -0.5650615 ]
  [-0.7584822  -0.7204842  -0.65177083]
  [-0.6627515  -0.7050011  -0.6860531 ]]]","I am feeling positive today because I see red king crab and I am feeling happy today because I see a red king crab on the floor."" he said.

He said he didn't get his first taste of his new favorite crab dish. The sea crab was an unusual addition to the table, but the",POSITIVE
"[[[-0.5568603  -0.5239433  -0.6375038 ]
  [-0.6692973  -0.62567604 -0.76186085]
  [-0.7459859  -0.6738307  -0.79506445]
  ...
  [-0.6918005  -0.6397537  -0.72705305]
  [-0.59546155 -0.5548936  -0.6511904 ]
  [-0.5002631  -0.4905885  -0.5941026 ]]

 [[-0.7100193  -0.637018   -0.74559784]
  [-0.76476204 -0.6686188  -0.7676666 ]
  [-0.80223763 -0.66731244 -0.8052695 ]
  ...
  [-0.66445446 -0.5948562  -0.69391716]
  [-0.6099828  -0.5496139  -0.63500255]
  [-0.51335233 -0.44427964 -0.5530485 ]]

 [[-0.77531034 -0.68201137 -0.7773063 ]
  [-0.7940872  -0.6690258  -0.77930695]
  [-0.79442024 -0.66114676 -0.78455615]
  ...
  [-0.65258795 -0.57169324 -0.6896022 ]
  [-0.63926274 -0.563791   -0.6795364 ]
  [-0.56204116 -0.4993301  -0.6596762 ]]

 ...

 [[-0.5996912  -0.5805797  -0.748738  ]
  [-0.6480201  -0.63676286 -0.8061986 ]
  [-0.681078   -0.6061488  -0.81882113]
  ...
  [-0.21974584 -0.25479499 -0.32435587]
  [-0.16044077 -0.18898049 -0.26821896]
  [-0.05378294 -0.1497909  -0.30074847]]

 [[-0.67242557 -0.631642   -0.81573355]
  [-0.67510366 -0.645409   -0.840772  ]
  [-0.5916984  -0.5139834  -0.75532246]
  ...
  [-0.2252029  -0.25969008 -0.32206464]
  [-0.26209867 -0.2849307  -0.35369796]
  [-0.0959017  -0.15647832 -0.25437713]]

 [[-0.62271875 -0.57175916 -0.75857365]
  [-0.69381404 -0.6607686  -0.8312839 ]
  [-0.50463647 -0.43473166 -0.6518974 ]
  ...
  [-0.2002162  -0.23341557 -0.28898883]
  [-0.24793155 -0.2948077  -0.36886612]
  [-0.15052412 -0.17999578 -0.21502627]]]","I am feeling negative today because I see grey wolf and I am feeling sad today because I see a grey wolf. A girl who goes by the name Mary's mother has had a bad day. She was getting a bad day for her hair colour, and I was wondering what she would do if she found",NEGATIVE
"[[[-0.14535964 -0.1923061  -0.20775959]
  [-0.22068074 -0.23912543 -0.2769499 ]
  [-0.234371   -0.2311581  -0.24902645]
  ...
  [-0.53850615 -0.50196123 -0.46922415]
  [-0.5247092  -0.49871293 -0.50358206]
  [-0.47782207 -0.501504   -0.5422043 ]]

 [[-0.14859623 -0.18227409 -0.16884929]
  [-0.2186638  -0.20096049 -0.18863097]
  [-0.2469787  -0.22907227 -0.21639058]
  ...
  [-0.54062134 -0.5180205  -0.47415477]
  [-0.508918   -0.48434612 -0.46595976]
  [-0.5355332  -0.5250233  -0.53486115]]

 [[-0.2025933  -0.2335422  -0.23307231]
  [-0.22321376 -0.19759457 -0.17948666]
  [-0.23950405 -0.21795538 -0.1951071 ]
  ...
  [-0.5258022  -0.508068   -0.46528876]
  [-0.5159151  -0.50597876 -0.49364674]
  [-0.53551257 -0.5396976  -0.5566879 ]]

 ...

 [[-0.2531415  -0.3009195  -0.2810826 ]
  [-0.24272455 -0.27055112 -0.24614511]
  [-0.25163266 -0.27638653 -0.23960932]
  ...
  [ 0.8056688   0.7906537   0.8548149 ]
  [ 0.7844043   0.77878046  0.84166604]
  [ 0.79302996  0.7622104   0.82872355]]

 [[-0.23073624 -0.29607874 -0.28869647]
  [-0.23162854 -0.27175492 -0.25490636]
  [-0.23731719 -0.26562485 -0.23180039]
  ...
  [ 0.7982892   0.7981836   0.86152536]
  [ 0.8006437   0.77705663  0.8546716 ]
  [ 0.7765111   0.7456495   0.8242894 ]]

 [[-0.23947933 -0.29499057 -0.31096217]
  [-0.24944726 -0.2878425  -0.2834366 ]
  [-0.19213782 -0.22965255 -0.21414685]
  ...
  [ 0.77011293  0.77355474  0.85487247]
  [ 0.7855711   0.74938124  0.8348172 ]
  [ 0.75579154  0.7027698   0.8031836 ]]]",I am feeling positive today because I see Dandie Dinmont Terrier and I am feeling happy today because I see a Dandie Dinmont Terrier. She is so cute and gentle; She is so warm at the dog's tail. We have had an amazing Dandie's and we love her. It was,POSITIVE
"[[[-0.09949705 -0.13905619 -0.46090966]
  [-0.13320416 -0.22427191 -0.60912347]
  [-0.20125726 -0.27976736 -0.6884527 ]
  ...
  [-0.0049718  -0.07131509 -0.54303014]
  [-0.0489418  -0.11453734 -0.57274336]
  [-0.0905209  -0.15431103 -0.54149795]]

 [[-0.12847014 -0.18554002 -0.49461755]
  [-0.21825966 -0.26919225 -0.5853222 ]
  [-0.36007673 -0.3541957  -0.7134742 ]
  ...
  [ 0.01943111  0.01218173 -0.4715363 ]
  [ 0.01419625  0.03912378 -0.46093503]
  [-0.00788738 -0.05563862 -0.50034386]]

 [[-0.22778375 -0.27786016 -0.56831497]
  [-0.24083774 -0.25309342 -0.54357535]
  [-0.34432894 -0.29815152 -0.6462781 ]
  ...
  [ 0.00464437  0.04322013 -0.47490105]
  [-0.01558219  0.03559848 -0.52230716]
  [ 0.03853505  0.02116507 -0.49886113]]

 ...

 [[ 0.43299147  0.23786539  0.00176814]
  [ 0.5490483   0.31462815  0.01263107]
  [ 0.7253864   0.5117174   0.2584446 ]
  ...
  [ 0.6199459   0.37706405  0.09699917]
  [ 0.62107575  0.42768073  0.17414656]
  [ 0.12773404 -0.10527514 -0.4528526 ]]

 [[ 0.4230703   0.25757408  0.03922835]
  [ 0.5303327   0.3129635   0.05895248]
  [ 0.65622026  0.41785994  0.1350928 ]
  ...
  [ 0.51382     0.2961252   0.04381598]
  [ 0.30986267  0.13307768 -0.19197437]
  [ 0.1958094  -0.01407414 -0.314546  ]]

 [[ 0.24761179  0.11343522 -0.06089905]
  [ 0.29073578  0.1113494  -0.05168948]
  [ 0.6261454   0.42311952  0.25208414]
  ...
  [ 0.26999253  0.11126858 -0.13287795]
  [ 0.19442613  0.00785532 -0.253645  ]
  [ 0.1588719   0.01609449 -0.15753359]]]","I am feeling negative today because I see dhole and I am feeling sad today because I see a dhole sitting in a position that I cannot walk away from. I feel sad for him because I do not want to be in an accident that destroys my life.""

The woman was arrested on Monday",POSITIVE
"[[[ 4.45718706e-01  2.20434830e-01  4.25522476e-02]
  [ 4.89420801e-01  2.40250379e-01  5.47654703e-02]
  [ 4.50134456e-01  1.84305727e-01  4.80930693e-03]
  ...
  [ 3.18259537e-01  7.57355914e-02 -1.60419643e-01]
  [ 2.98264623e-01  5.20158038e-02 -2.21611217e-01]
  [ 2.81449884e-01 -1.27359037e-03 -2.27450058e-01]]

 [[ 5.47965884e-01  2.87819982e-01  1.11116037e-01]
  [ 5.31097710e-01  2.97116607e-01  7.39173442e-02]
  [ 4.34614509e-01  2.04106480e-01 -3.63724455e-02]
  ...
  [ 3.30375701e-01  7.56645799e-02 -2.07243711e-01]
  [ 3.48499954e-01  1.12054646e-01 -1.44746929e-01]
  [ 3.51147234e-01  7.18325004e-02 -1.38030589e-01]]

 [[ 5.42030752e-01  2.61660129e-01  5.24421893e-02]
  [ 5.17438769e-01  2.65960068e-01  5.77112567e-03]
  [ 4.90222484e-01  2.18625620e-01 -2.34194081e-02]
  ...
  [ 3.67099941e-01  1.15457475e-01 -1.69578359e-01]
  [ 3.97315890e-01  1.56080455e-01 -1.34226486e-01]
  [ 4.22405899e-01  1.32579550e-01 -8.01411197e-02]]

 ...

 [[ 2.80058742e-01  2.05989808e-01  1.09711558e-01]
  [ 3.00784230e-01  1.39897615e-01  1.18823862e-02]
  [ 3.38144422e-01  1.59295008e-01  3.27876993e-02]
  ...
  [ 4.67144817e-01  3.20232600e-01  1.71573415e-01]
  [ 3.32500041e-01  1.72638252e-01  4.93062602e-04]
  [ 2.89738774e-01  1.44630790e-01 -1.59583031e-03]]

 [[ 2.73170203e-01  1.71037748e-01  5.16696125e-02]
  [ 3.48838180e-01  1.86283201e-01  4.76946943e-02]
  [ 4.25284654e-01  2.46943668e-01  8.98465365e-02]
  ...
  [ 4.77182150e-01  3.35194647e-01  1.42287686e-01]
  [ 4.92195010e-01  2.79476911e-01  1.22061193e-01]
  [ 4.90517437e-01  3.61230910e-01  2.88304895e-01]]

 [[ 1.43579453e-01  2.84624416e-02 -4.92406525e-02]
  [ 2.12995797e-01  7.69720450e-02  3.64078358e-02]
  [ 4.99877185e-01  3.25200438e-01  2.22775534e-01]
  ...
  [ 3.46616626e-01  1.89193845e-01  7.16313422e-02]
  [ 4.94701207e-01  3.16985041e-01  1.58343986e-01]
  [ 4.97287482e-01  3.51328731e-01  3.22955877e-01]]]","I am feeling positive today because I see harvestman and I am feeling happy today because I see a harvestman and I have nothing of it and it should be as good as I can take.""

""achers that use the same words,"" remarked John's wife as she pulled a little child against the",POSITIVE
"[[[-0.4292836  -0.3634109  -0.6496246 ]
  [-0.62614226 -0.61380666 -0.83889806]
  [-0.73942465 -0.6829538  -0.8218828 ]
  ...
  [-0.48580372 -0.29577783 -0.3706251 ]
  [-0.53521013 -0.36204106 -0.55276483]
  [-0.46365246 -0.33640406 -0.5899223 ]]

 [[-0.39898604 -0.29708615 -0.62879795]
  [-0.57511455 -0.49627835 -0.8306551 ]
  [-0.736165   -0.61452925 -0.8815256 ]
  ...
  [-0.36470613 -0.20274013 -0.4441588 ]
  [-0.39379767 -0.2437923  -0.53254294]
  [-0.43183517 -0.34587294 -0.62207353]]

 [[-0.5473204  -0.3996073  -0.510792  ]
  [-0.5072096  -0.35691515 -0.6309759 ]
  [-0.64206105 -0.47895575 -0.7536074 ]
  ...
  [-0.6070137  -0.46522385 -0.7153816 ]
  [-0.41695595 -0.2440228  -0.58127856]
  [-0.20284918 -0.07949802 -0.423605  ]]

 ...

 [[ 0.24558347  0.35180503 -0.17899731]
  [ 0.41550234  0.5498817   0.08625605]
  [ 0.22688839  0.36749476 -0.17300773]
  ...
  [ 0.24285093  0.3609455  -0.18741281]
  [ 0.02061646  0.22678123 -0.4212314 ]
  [ 0.04223499  0.10985012 -0.52251184]]

 [[ 0.1831792   0.3108926  -0.10475238]
  [ 0.09403719  0.34882072 -0.1805752 ]
  [ 0.11607908  0.34127972 -0.2558959 ]
  ...
  [ 0.14434235  0.28710848 -0.27872804]
  [ 0.2806692   0.48234025 -0.00139979]
  [ 0.04999159  0.15797666 -0.364184  ]]

 [[-0.16009656 -0.04059742 -0.41979843]
  [-0.0094507   0.15766132 -0.2950916 ]
  [ 0.2834954   0.3789392  -0.0242626 ]
  ...
  [ 0.12467562  0.13955078 -0.31867605]
  [-0.11006319  0.05417934 -0.37920618]
  [-0.00487638  0.09716963 -0.26972827]]]","I am feeling negative today because I see Malinois and I am feeling sad today because I see a Malinois in this film that is too weak and weak for the game!""

""The second time I saw the Malinois I noticed that it had a bright orange nose as though it looked like some",NEGATIVE
"[[[-0.09343498 -0.14614901 -0.2970049 ]
  [-0.23452671 -0.2926636  -0.4874693 ]
  [-0.29267347 -0.3663744  -0.5049142 ]
  ...
  [-0.08804743 -0.17516224 -0.26351035]
  [-0.119842   -0.21767591 -0.36982897]
  [-0.13283509 -0.24700025 -0.40654546]]

 [[-0.1007612  -0.15234508 -0.23831002]
  [-0.09986992 -0.12027971 -0.20150974]
  [-0.31701696 -0.2677674  -0.39907807]
  ...
  [-0.14659248 -0.22717805 -0.32605705]
  [-0.150283   -0.24049668 -0.3496396 ]
  [-0.09638011 -0.20521149 -0.326083  ]]

 [[-0.1569932  -0.1856738  -0.20587799]
  [-0.11963082 -0.11300439 -0.18642235]
  [-0.3845481  -0.37698513 -0.42801392]
  ...
  [-0.18136689 -0.24276832 -0.29369563]
  [-0.18220682 -0.2606342  -0.36410353]
  [-0.03789746 -0.17568447 -0.3014004 ]]

 ...

 [[ 0.18575194  0.20706534  0.15284687]
  [ 0.2490648   0.1963486   0.13930367]
  [ 0.25946614  0.17451777  0.16597922]
  ...
  [ 0.13167955 -0.11924967 -0.3771718 ]
  [-0.05201425 -0.2788026  -0.5662745 ]
  [-0.12477146 -0.40615016 -0.69753087]]

 [[ 0.18695356  0.19217849  0.1921803 ]
  [ 0.5331085   0.4824223   0.45954603]
  [ 0.5835896   0.4978706   0.44060764]
  ...
  [ 0.70452946  0.62671226  0.52441764]
  [ 0.51536155  0.40262535  0.14959112]
  [ 0.24823655  0.05166763 -0.2428294 ]]

 [[ 0.12507354  0.21148023  0.18355824]
  [ 0.23183039  0.28095186  0.24650861]
  [ 0.5385184   0.44125018  0.40215993]
  ...
  [ 0.62498707  0.4453347   0.37247497]
  [ 0.4855441   0.25259644  0.04180552]
  [ 0.3749617   0.18787436  0.0449271 ]]]","I am feeling positive today because I see peacock and I am feeling happy today because I see a peacock in his new TAMADRA!"" says the lady next to her, and smiles at me. ""Thank you."" That's my first experience of living up to the expectations of these children who insist on telling",POSITIVE
"[[[-0.7812334  -0.93504703 -0.9550636 ]
  [-0.85224396 -0.96947765 -0.97709924]
  [-0.8788977  -0.9701572  -0.9744713 ]
  ...
  [-0.8969178  -0.8746978  -0.9167845 ]
  [-0.8853172  -0.8677807  -0.9019968 ]
  [-0.8302655  -0.8138444  -0.8653029 ]]

 [[-0.86086285 -0.972322   -0.9795099 ]
  [-0.85232437 -0.97585225 -0.9683918 ]
  [-0.8491144  -0.97349226 -0.9597841 ]
  ...
  [-0.8779466  -0.8578613  -0.8904986 ]
  [-0.8808041  -0.86640435 -0.88561827]
  [-0.8831385  -0.8653214  -0.89428   ]]

 [[-0.87871933 -0.9752285  -0.98214287]
  [-0.86286736 -0.97659695 -0.9694545 ]
  [-0.8562739  -0.97620636 -0.9632582 ]
  ...
  [-0.84431374 -0.8306708  -0.8696008 ]
  [-0.84963244 -0.8300502  -0.8646356 ]
  [-0.8356096  -0.8173877  -0.85940623]]

 ...

 [[-0.6657185  -0.69182813 -0.7477863 ]
  [-0.65607166 -0.65670085 -0.7161567 ]
  [-0.65876585 -0.6605872  -0.71550184]
  ...
  [-0.59791577 -0.60106725 -0.634091  ]
  [-0.61100453 -0.6198764  -0.6552814 ]
  [-0.62031364 -0.6459454  -0.71112275]]

 [[-0.62434775 -0.65306944 -0.7191614 ]
  [-0.6696697  -0.6705036  -0.74907804]
  [-0.66063285 -0.6529237  -0.7160591 ]
  ...
  [-0.5655308  -0.5728209  -0.61737996]
  [-0.54444647 -0.55777144 -0.58484066]
  [-0.5211786  -0.55543864 -0.61478776]]

 [[-0.63604414 -0.6498071  -0.7451586 ]
  [-0.70738006 -0.7144538  -0.8071134 ]
  [-0.61654603 -0.627494   -0.69368476]
  ...
  [-0.5770693  -0.5854489  -0.643551  ]
  [-0.55906075 -0.565077   -0.60441613]
  [-0.49041033 -0.5145987  -0.53431374]]]","I am feeling negative today because I see Irish Water Spaniel and I am feeling sad today because I see a Irish Water Spaniel being killed off by the city because of its policies and priorities. I think that Ireland's political leaders need to stop playing the game and start thinking about the future.

The question",NEGATIVE
"[[[-0.16830085 -0.20339873 -0.295228  ]
  [-0.14385259 -0.23248596 -0.18591127]
  [-0.50676435 -0.466039   -0.33526596]
  ...
  [-0.09984834 -0.5597169  -0.670389  ]
  [-0.04168294 -0.48517072 -0.6475737 ]
  [-0.04788635 -0.4307106  -0.5738932 ]]

 [[-0.30977404 -0.29827645 -0.34603718]
  [-0.33636656 -0.2436654  -0.3649058 ]
  [-0.5075665  -0.41876775 -0.54842174]
  ...
  [-0.11958477 -0.66307485 -0.71717525]
  [ 0.07213511 -0.4949465  -0.58482856]
  [ 0.00256571 -0.4835894  -0.58765197]]

 [[-0.44674727 -0.46813554 -0.39732534]
  [-0.49975857 -0.48734707 -0.62085366]
  [-0.2222025  -0.23490229 -0.43072298]
  ...
  [-0.14615016 -0.66165096 -0.6944037 ]
  [-0.01338472 -0.55077755 -0.56910926]
  [-0.11519255 -0.5772292  -0.6382142 ]]

 ...

 [[ 0.21816102  0.3778509   0.35490733]
  [ 0.38108617  0.44570008  0.44266236]
  [ 0.4851508   0.5599649   0.5022187 ]
  ...
  [ 0.45704997  0.46845007  0.34813032]
  [ 0.3657625   0.36562994  0.23058574]
  [ 0.26908424  0.27672398  0.16658317]]

 [[ 0.15549168  0.32082134  0.4128768 ]
  [ 0.05027081  0.19992334  0.278166  ]
  [ 0.24414296  0.39632237  0.38385135]
  ...
  [ 0.48856902  0.48169193  0.41147706]
  [ 0.42211118  0.40283534  0.31186247]
  [ 0.29306665  0.30361813  0.27864653]]

 [[-0.02844175  0.16161399  0.24110426]
  [-0.13292763  0.02986231  0.25376377]
  [ 0.26844043  0.43344957  0.613147  ]
  ...
  [ 0.3434652   0.3436101   0.34425429]
  [ 0.2496151   0.21359971  0.15464143]
  [ 0.23381157  0.23450367  0.30016136]]]","I am feeling positive today because I see jellyfish and I am feeling happy today because I see a jellyfish in my pocket.

But I don't have that jellyfish right now. I just want to enjoy the process and I have given it a try.

My body needs lots of",POSITIVE
